symbol,company_name,year,pb,pe,ps,pb_peer_avg,pe_peer_avg,ps_peer_avg
BINA.JK,PT Bank Ina Perdana Tbk.,2022,7.36993657104068,154.303142988131,41.2082399474885,1.00852386298116,15.1292552726864,4.34357834686358
BINA.JK,PT Bank Ina Perdana Tbk.,2023,7.05564935756398,120.701783313591,31.5798001931917,0.83232965465001,14.0723342502017,3.89944781671295
BINA.JK,PT Bank Ina Perdana Tbk.,2024,6.86945998164361,152.757160653358,30.702928029959,0.932091839711511,18.4025128202024,3.61350695366404
BJBR.JK,Bank Pembangunan Daerah Jawa Barat dan Banten Tbk,2020,1.26242482560343,8.94845834978053,1.98022918614915,1.26242482560343,27.296475059198,6.37891855078523
BJBR.JK,Bank Pembangunan Daerah Jawa Barat dan Banten Tbk,2021,0.997439932300193,6.39956138667171,1.40833309054218,1.46630589795505,15.0145590632269,6.3740557278722
BJBR.JK,Bank Pembangunan Daerah Jawa Barat dan Banten Tbk,2022,0.949246480555184,6.07973698736664,1.46090560297445,1.00852386298116,15.1292552726864,4.34357834686358
BJBR.JK,Bank Pembangunan Daerah Jawa Barat dan Banten Tbk,2023,0.727165641976219,6.36225807414888,1.21922329151438,0.83232965465001,14.0723342502017,3.89944781671295
BJBR.JK,Bank Pembangunan Daerah Jawa Barat dan Banten Tbk,2024,0.692849060044438,6.64181580861491,1.1476320585293,0.932091839711511,18.4025128202024,3.61350695366404
BJTM.JK,Bank Pembangunan Daerah Jawa Timur Tbk,2020,1.01029990154873,6.78861731285465,2.28729181752353,1.26242482560343,27.296475059198,6.37891855078523
BJTM.JK,Bank Pembangunan Daerah Jawa Timur Tbk,2021,1.02185602379497,7.32008377815859,2.20009866798224,1.46630589795505,15.0145590632269,6.3740557278722
BJTM.JK,Bank Pembangunan Daerah Jawa Timur Tbk,2022,0.922080042733351,6.84070250397972,1.95562904863298,1.00852386298116,15.1292552726864,4.34357834686358
BJTM.JK,Bank Pembangunan Daerah Jawa Timur Tbk,2023,0.772334273022398,6.38368486778836,1.68388564457291,0.83232965465001,14.0723342502017,3.89944781671295
BJTM.JK,Bank Pembangunan Daerah Jawa Timur Tbk,2024,0.729321197728896,5.75274124814729,1.49164728514786,0.932091839711511,18.4025128202024,3.61350695366404
BKSW.JK,PT Bank QNB Indonesia Tbk,2020,0.521587903245809,-5.08091565443141,5.56628156821225,1.26242482560343,27.296475059198,6.37891855078523
BKSW.JK,PT Bank QNB Indonesia Tbk,2021,0.964846315007297,-2.46076551659924,6.97267465338538,1.46630589795505,15.0145590632269,6.3740557278722
BKSW.JK,PT Bank QNB Indonesia Tbk,2022,0.443544843049809,-5.15057444875877,2.93166826696362,1.00852386298116,15.1292552726864,4.34357834686358
BKSW.JK,PT Bank QNB Indonesia Tbk,2023,0.607018841327701,41.1240297495704,3.89944781671295,0.83232965465001,14.0723342502017,3.89944781671295
BKSW.JK,PT Bank QNB Indonesia Tbk,2024,0.460616468522054,32.6365629843989,3.67688933337157,0.932091839711511,18.4025128202024,3.61350695366404
BMAS.JK,PT Bank Maspion Indonesia Tbk.,2020,1.47321963898332,28.2447078494014,6.37891855078523,1.26242482560343,27.296475059198,6.37891855078523
BMAS.JK,PT Bank Maspion Indonesia Tbk.,2021,5.71659939709032,94.9327611586537,22.8114770806105,1.46630589795505,15.0145590632269,6.3740557278722
BMAS.JK,PT Bank Maspion Indonesia Tbk.,2022,2.95056737044243,80.9284763487354,19.7900998440535,1.00852386298116,15.1292552726864,4.34357834686358
BMAS.JK,PT Bank Maspion Indonesia Tbk.,2023,1.54619323766236,,17.1603374444305,0.83232965465001,14.0723342502017,3.89944781671295
BMAS.JK,PT Bank Maspion Indonesia Tbk.,2024,1.39142616402547,133.13635138725,12.9128930658137,0.932091839711511,18.4025128202024,3.61350695366404
BMRI.JK,PT Bank Mandiri (Persero) Tbk,2020,1.54302128039226,17.3942521554938,3.05224667300517,1.26242482560343,27.296475059198,6.37891855078523
BMRI.JK,PT Bank Mandiri (Persero) Tbk,2021,1.58561909266445,11.5796062923157,2.91227616355148,1.46630589795505,15.0145590632269,6.3740557278722
BMRI.JK,PT Bank Mandiri (Persero) Tbk,2022,1.99641859827664,11.1374278712277,3.62397928851202,1.00852386298116,15.1292552726864,4.34357834686358
BMRI.JK,PT Bank Mandiri (Persero) Tbk,2023,2.16469402889219,10.2554645728882,4.58201034319181,0.83232965465001,14.0723342502017,3.89944781671295
BMRI.JK,PT Bank Mandiri (Persero) Tbk,2024,2.6328177920688,11.8779804299745,5.09961677731873,0.932091839711511,18.4025128202024,3.61350695366404
BNBA.JK,Bank Bumi Arta Tbk,2020,0.572418188587942,24.6483895814909,2.85179574013011,1.26242482560343,27.296475059198,6.37891855078523
BNBA.JK,Bank Bumi Arta Tbk,2021,3.96632615415362,208.342120679555,29.2811929838428,1.46630589795505,15.0145590632269,6.3740557278722
BNBA.JK,Bank Bumi Arta Tbk,2022,1.00852386298116,79.688743932818,8.52786465347133,1.00852386298116,15.1292552726864,4.34357834686358
BNBA.JK,Bank Bumi Arta Tbk,2023,0.808486990044991,56.8918806714435,6.81954841776327,0.83232965465001,14.0723342502017,3.89944781671295
BNBA.JK,Bank Bumi Arta Tbk,2024,0.845582182688399,35.5859373572019,7.66925560073087,0.932091839711511,18.4025128202024,3.61350695366404
BNGA.JK,PT Bank CIMB Niaga Tbk,2020,0.60323196952046,12.3017231655122,1.51333937503534,1.26242482560343,27.296475059198,6.37891855078523
BNGA.JK,PT Bank CIMB Niaga Tbk,2021,0.553494535667903,5.85536809142656,1.44301436559297,1.46630589795505,15.0145590632269,6.3740557278722
BNGA.JK,PT Bank CIMB Niaga Tbk,2022,0.652395817037083,5.84773515549366,1.74309541654529,1.00852386298116,15.1292552726864,4.34357834686358
BNGA.JK,PT Bank CIMB Niaga Tbk,2023,0.85928846823356,6.52908752088437,2.25305309420451,0.83232965465001,14.0723342502017,3.89944781671295
BNGA.JK,PT Bank CIMB Niaga Tbk,2024,0.955918913227877,7.12727957742475,2.60267853782942,0.932091839711511,18.4025128202024,3.61350695366404
BNII.JK,PT Bank Maybank Indonesia Tbk,2020,0.971547634692873,20.5899168317082,2.74637596132112,1.26242482560343,27.296475059198,6.37891855078523
BNII.JK,PT Bank Maybank Indonesia Tbk,2021,0.879131706431924,15.0145590632269,2.76362007166479,1.46630589795505,15.0145590632269,6.3740557278722
BNII.JK,PT Bank Maybank Indonesia Tbk,2022,0.59136764325796,11.6792538764301,1.93924182992372,1.00852386298116,15.1292552726864,4.34357834686358
BNII.JK,PT Bank Maybank Indonesia Tbk,2023,0.609553952332582,10.5793363949327,2.011833218705,0.83232965465001,14.0723342502017,3.89944781671295
BNII.JK,PT Bank Maybank Indonesia Tbk,2024,0.596708351773672,19.2183254466279,2.04226620938782,0.932091839711511,18.4025128202024,3.61350695366404
BNLI.JK,Bank Permata Tbk,2020,2.39060594113564,116.191117633771,9.37650418622295,1.26242482560343,27.296475059198,6.37891855078523
BNLI.JK,Bank Permata Tbk,2021,1.50170503047833,44.6607051912597,5.58899315075664,1.46630589795505,15.0145590632269,6.3740557278722
BNLI.JK,Bank Permata Tbk,2022,0.966497080637576,18.0573980599112,3.43386172824768,1.00852386298116,15.1292552726864,4.34357834686358
BNLI.JK,Bank Permata Tbk,2023,0.83232965465001,12.8758176520943,2.81546361539754,0.83232965465001,14.0723342502017,3.89944781671295
BNLI.JK,Bank Permata Tbk,2024,1.04985308762839,15.697941888914,3.61350695366404,0.932091839711511,18.4025128202024,3.61350695366404
