symbol,company_name,year,tax,revenue,earnings,cash_only,total_debt,fixed_assets,gross_profit,total_assets,total_equity,operating_pnl,total_liabilities,current_liabilities,earnings_before_tax,cash_and_equivalents,total_cash_and_due_from_banks
BJTM.JK,Bank Pembangunan Daerah Jawa Timur Tbk,2018,493390000000.0,4024174000000,1260308000000.0,,2027370000000.0,,,62689118000000,8471936000000,1735490000000.0,54217182000000,,1753698000000,,11964638000000.0
BJTM.JK,Bank Pembangunan Daerah Jawa Timur Tbk,2019,487628000000.0,4395453000000,1376505000000.0,,5795770000000.0,,,76756313000000,9021558000000,1834067000000.0,67734755000000,,1864133000000,,11257303000000.0
BJTM.JK,Bank Pembangunan Daerah Jawa Timur Tbk,2020,18406000000.0,4419200000000,1488963000000.0,,3600601000000.0,,,83619452000000,10004950000000,1552167000000.0,73614502000000,,1507369000000,,6549917000000.0
BJTM.JK,Bank Pembangunan Daerah Jawa Timur Tbk,2021,414904000000.0,5067500000000,1523070000000.0,,4887621000000.0,,,100723330000000,10910539000000,1453933000000.0,89812791000000,,1937974000000,,15855377000000.0
BJTM.JK,Bank Pembangunan Daerah Jawa Timur Tbk,2022,487225000000.0,5396729000000,1542824000000.0,,7856970000000.0,,,103031367000000,11445861000000,1975691000000.0,91585506000000,,2030049000000,,13520002000000.0
BJTM.JK,Bank Pembangunan Daerah Jawa Timur Tbk,2023,422638000000.0,5573233000000,1470105000000.0,2652775000000.0,634820000000.0,,,103854773000000,12151069000000,,91703704000000,,1892743000000,,13691360000000.0
BKSW.JK,PT Bank QNB Indonesia Tbk,2018,11144000000.0,2176354000000,14568000000.0,,9897000000.0,,,20486926000000,4672060000000,25607000000.0,15814866000000,,25712000000,,2965176000000.0
BKSW.JK,PT Bank QNB Indonesia Tbk,2019,-1130000000.0,588453000000,5277000000.0,,1909303000000.0,,,23021785000000,4689564000000,-6480000000.0,18332221000000,,4147000000,,1149809000000.0
BKSW.JK,PT Bank QNB Indonesia Tbk,2020,142788000000.0,385356000000,-422168000000.0,,1612786000000.0,,,18297700000000,4112442000000,-279853000000.0,14185258000000,,-279380000000,,2238948000000.0
BKSW.JK,PT Bank QNB Indonesia Tbk,2021,94782000000.0,557175000000,-1578777000000.0,,1107659000000.0,,,17701527000000,4026548000000,-1483870000000.0,13674979000000,,-1483995000000,,2488864000000.0
BKSW.JK,PT Bank QNB Indonesia Tbk,2022,,704036000000,-400732000000.0,,1007302000000.0,,,16717087000000,4653419000000,-400810000000.0,12063668000000,,-400732000000,,1986049000000.0
BKSW.JK,PT Bank QNB Indonesia Tbk,2023,0.0,730308000000,69249000000.0,24445000000.0,106640000000.0,,,11753485000000,4691449000000,,7062036000000,,69249000000,,1820017000000.0
BMAS.JK,PT Bank Maspion Indonesia Tbk.,2018,24200000000.0,266170000000,71014000000.0,,463004000000.0,,,6694024000000,1200741000000,70074000000.0,5493283000000,,95214000000,,793607000000.0
BMAS.JK,PT Bank Maspion Indonesia Tbk.,2019,20693000000.0,277762000000,59747000000.0,,434476000000.0,,,7569580000000,1228932000000,83267000000.0,6340649000000,,80440000000,,470819000000.0
BMAS.JK,PT Bank Maspion Indonesia Tbk.,2020,22568000000.0,296602000000,66986000000.0,,494712000000.0,,,10110520000000,1284262000000,86707000000.0,8826258000000,,89555000000,,340606000000.0
BMAS.JK,PT Bank Maspion Indonesia Tbk.,2021,21380000000.0,333604000000,80162000000.0,,758506000000.0,,,14234359000000,1331211000000,100709000000.0,12903148000000,,101542000000,,516601000000.0
BMAS.JK,PT Bank Maspion Indonesia Tbk.,2022,36129000000.0,470033000000,114941000000.0,,728784000000.0,,,14956302000000,3152614000000,150306000000.0,11803688000000,,151070000000,,1188976000000.0
BMAS.JK,PT Bank Maspion Indonesia Tbk.,2023,20570480000.0,605729790000,,1644062580000.0,7700000.0,,,19665962970000,6722657520000,,12943305450000,,83823890000,,
BMRI.JK,PT Bank Mandiri (Persero) Tbk,2018,8091432000000.0,87863757000000,25015021000000.0,,104967588000000.0,,,1202389035000000,184960305000000,33945976000000.0,1017428730000000,,33943369000000,,87201675000000.0
BMRI.JK,PT Bank Mandiri (Persero) Tbk,2019,7985848000000.0,89948496000000,27482133000000.0,,104663997000000.0,,,1318504993000000,209034525000000,36260032000000.0,1109470468000000,,36441440000000,,95433748000000.0
BMRI.JK,PT Bank Mandiri (Persero) Tbk,2020,5993477000000.0,95737675000000,16799515000000.0,,101992699000000.0,,,1542875861000000,204699668000000,24510165000000.0,1338176193000000,,24392405000000,,146119757000000.0
BMRI.JK,PT Bank Mandiri (Persero) Tbk,2021,7807324000000.0,111443758000000,28028155000000.0,,116449094000000.0,,,1725851472000000,222111282000000,38468678000000.0,1503740190000000,,38358421000000,,162244752000000.0
BMRI.JK,PT Bank Mandiri (Persero) Tbk,2022,11425358000000.0,126528041000000,41170637000000.0,,149288508000000.0,,,1992678508000000,252245455000000,56244079000000.0,1740433053000000,,56377726000000,,211143835000000.0
BMRI.JK,PT Bank Mandiri (Persero) Tbk,2023,14633011000000.0,123235528000000,55060057000000.0,26431740000000.0,134256299999999.0,,,2174219449000000,287494962000000,,1886724487000000,,74684881000000,,219066407000000.0
BNBA.JK,Bank Bumi Arta Tbk,2018,33625000000.0,356888000000,92898000000.0,,3244000000.0,,,7297273000000,1494755000000,126221000000.0,5802519000000,,126523000000,,1231368000000.0
BNBA.JK,Bank Bumi Arta Tbk,2019,19661000000.0,327068000000,51168000000.0,,2860000000.0,,,7607654000000,1523656000000,70834000000.0,6083998000000,,70829000000,,444967000000.0
BNBA.JK,Bank Bumi Arta Tbk,2020,18418000000.0,302967000000,35053000000.0,,3966000000.0,,,7637524000000,1509386000000,52333000000.0,6128138000000,,53471000000,,744368000000.0
BNBA.JK,Bank Bumi Arta Tbk,2021,14123000000.0,303642000000,42675000000.0,,3459000000.0,,,8664310000000,2241621000000,63655000000.0,6422689000000,,56798000000,,1379044000000.0
BNBA.JK,Bank Bumi Arta Tbk,2022,11427000000.0,363866000000,38939000000.0,,3625000000.0,,,8211292000000,3076774000000,52314000000.0,5134518000000,,50366000000,,1091774000000.0
BNBA.JK,Bank Bumi Arta Tbk,2023,12880780000.0,370121290000,44365910000.0,44898000000.0,31640000000.0,,,7991554510000,3121955070000,,4869599440000,,57246690000,,1160154280000.0
BNGA.JK,PT Bank CIMB Niaga Tbk,2018,1368390000000.0,15838983000000,3482304000000.0,,24077683000000.0,,,266781498000000,39580579000000,4805544000000.0,227200919000000,,4850818000000,,23506478000000.0
BNGA.JK,PT Bank CIMB Niaga Tbk,2019,1310962000000.0,16826046000000,3645154000000.0,,23806623000000.0,,,274467227000000,43294166000000,4934332000000.0,231173061000000,,4953897000000,,28083326000000.0
BNGA.JK,PT Bank CIMB Niaga Tbk,2020,936166000000.0,16358525000000,2012401000000.0,,19506024000000.0,,,280943605000000,41053051000000,3005392000000.0,239890554000000,,2947420000000,,24279721000000.0
BNGA.JK,PT Bank CIMB Niaga Tbk,2021,1092494000000.0,16638088000000,4100340000000.0,,12304003000000.0,,,310786960000000,43388358000000,4965439000000.0,267398602000000,,5191098000000,,43423706000000.0
BNGA.JK,PT Bank CIMB Niaga Tbk,2022,1482561000000.0,16914163000000,5041781000000.0,,14173542000000.0,,,306754299000000,45276263000000,6568808000000.0,261478036000000,,6579332000000,,28927122000000.0
BNGA.JK,PT Bank CIMB Niaga Tbk,2023,1805871000000.0,18761469000000,6474195000000.0,3928446000000.0,8831170000000.0,,,334369233000000,49337371000000,,285031862000000,,8357272000000,,20416508000000.0
BNII.JK,PT Bank Maybank Indonesia Tbk,2018,773332000000.0,10060739000000,2194576000000.0,,27875789000000.0,,,177532858000000,25090691000000,3038586000000.0,152442167000000,,3035577000000,,12699544000000.0
BNII.JK,PT Bank Maybank Indonesia Tbk,2019,674914000000.0,10547336000000,1842520000000.0,,24950443000000.0,,,169082830000000,26684916000000,2589776000000.0,142397914000000,,2599094000000,,13761079000000.0
BNII.JK,PT Bank Maybank Indonesia Tbk,2020,534253000000.0,9493966000000,1266348000000.0,,24050535000000.0,,,173224412000000,27223630000000,1863743000000.0,146000782000000,,1818645000000,,18103207000000.0
BNII.JK,PT Bank Maybank Indonesia Tbk,2021,501734000000.0,9052981000000,1666316000000.0,,18859184000000.0,,,168712977000000,28886439000000,2201994000000.0,139826538000000,,2202662000000,,20513682000000.0
BNII.JK,PT Bank Maybank Indonesia Tbk,2022,507015000000.0,8859648000000,1471070000000.0,,19390156000000.0,,,160813918000000,29533950000000,2058296000000.0,131279968000000,,2040226000000,,13705576000000.0
BNII.JK,PT Bank Maybank Indonesia Tbk,2023,536924000000.0,9167797000000,1743406000000.0,1570030000000.0,12602140000000.0,,,171803070000000,30796030000000,,141007040000000,,2354674000000,,12838870000000.0
BNLI.JK,Bank Permata Tbk,2018,317975000000.0,7167194000000,901251000000.0,,7261929000000.0,,,152892866000000,22451936000000,901579000000.0,130440930000000,,1219227000000,,11086566000000.0
BNLI.JK,Bank Permata Tbk,2019,519687000000.0,7898762000000,1500420000000.0,,9978211000000.0,,,161477316000000,24037351000000,1937206000000.0,137439965000000,,2020107000000,,11519479000000.0
BNLI.JK,Bank Permata Tbk,2020,893762000000.0,8941712000000,721587000000.0,,12054004000000.0,,,197726097000000,35071453000000,1628650000000.0,162654644000000,,1615349000000,,24581600000000.0
BNLI.JK,Bank Permata Tbk,2021,334394000000.0,9837729000000,1231127000000.0,,12571946000000.0,,,234486163000000,36613715000000,1438993000000.0,197872448000000,,1565521000000,,40195295000000.0
BNLI.JK,Bank Permata Tbk,2022,600600000000.0,10587788000000,2013413000000.0,,13819946000000.0,,,255124274000000,37617289000000,2632120000000.0,217506985000000,,2621596000000,,54472177000000.0
BNLI.JK,Bank Permata Tbk,2023,764902000000.0,11822847000000,2585218000000.0,1756619000000.0,10279300000000.0,,,257444147000000,39992322000000,,217451825000000,,3350120000000,,35032961000000.0
BRIS.JK,PT Bank Syariah Indonesia Tbk,2018,44914000000.0,1977389000000,106600000000.0,,3651109000000.0,,,37869177000000,5026640000000,154946000000.0,32842537000000,,151514000000,,6061601000000.0
BRIS.JK,PT Bank Syariah Indonesia Tbk,2019,42849000000.0,2304511000000,74016000000.0,,3457801000000.0,,,43123488000000,5088036000000,115714000000.0,38035452000000,,116865000000,,4863380000000.0
BRIS.JK,PT Bank Syariah Indonesia Tbk,2020,891750000000.0,14162466000000,2187649000000.0,,2362487000000.0,,,239581524000000,21743145000000,3110791000000.0,217838379000000,,3079399000000,,24708672000000.0
BRIS.JK,PT Bank Syariah Indonesia Tbk,2021,1034003000000.0,15680033000000,3028205000000.0,,1780039000000.0,,,265289081000000,25013934000000,4101764000000.0,240275147000000,,4062208000000,,24683483000000.0
BRIS.JK,PT Bank Syariah Indonesia Tbk,2022,1396026000000.0,18277904000000,4260182000000.0,,4538074000000.0,,,305727438000000,33505610000000,5640176000000.0,272221828000000,,5656208000000,,36729927000000.0
BRIS.JK,PT Bank Syariah Indonesia Tbk,2023,1885459000000.0,18719311000000,5703743000000.0,5255841000000.0,1104270000000.0,,,353624124000000,38739121000000,,314885003000000,,7589202000000,,34744506000000.0
BSIM.JK,Bank Sinarmas Tbk,2018,25391000000.0,2814836000000,50472000000.0,,871976000000.0,,,30763990000000,4856420000000,1138955000000.0,25907570000000,,75863000000,,4076084000000.0
BSIM.JK,Bank Sinarmas Tbk,2019,75141000000.0,3212412000000,6752000000.0,,1568472000000.0,,,36559556000000,6074463000000,1135625000000.0,30485093000000,,81893000000,,3576609000000.0
BSIM.JK,Bank Sinarmas Tbk,2020,-1922000000.0,3216885000000,118522000000.0,,1178691000000.0,,,44612045000000,6056844000000,-519272000000.0,38555201000000,,116600000000,,4058106000000.0
BSIM.JK,Bank Sinarmas Tbk,2021,31770000000.0,3316406000000,127748000000.0,,178247000000.0,,,52671981000000,7359416000000,141154000000.0,45312565000000,,159518000000,,12301586000000.0
BSIM.JK,Bank Sinarmas Tbk,2022,56051000000.0,3289756000000,221160000000.0,,623298000000.0,,,47350601000000,7285008000000,276920000000.0,40065593000000,,277211000000,,8583718000000.0
BSIM.JK,Bank Sinarmas Tbk,2023,-2218000000.0,3480724000000,,15330226000000.0,633910000.0,,,52634996000000,7826768000000,,44808228000000,,73578000000,,
BSWD.JK,Bank of India Indonesia Tbk,2018,741000000.0,159651000000,9880000000.0,,280631000000.0,,,3896760000000,1130232000000,15318000000.0,2766528000000,,10620000000,,242964000000.0
BSWD.JK,Bank of India Indonesia Tbk,2019,-7854000000.0,152289000000,30952000000.0,,265267000000.0,,,4007413000000,1163069000000,20652000000.0,2844343000000,,23098000000,,569431000000.0
BSWD.JK,Bank of India Indonesia Tbk,2020,89463000000.0,96521000000,-70582000000.0,,130990000000.0,,,3721363000000,1057670000000,17236000000.0,2663694000000,,18881000000,,199227000000.0
BSWD.JK,Bank of India Indonesia Tbk,2021,1602000000.0,98934000000,-44051000000.0,,143437000000.0,,,4255494000000,2018746000000,-40531000000.0,2236747000000,,-42449000000,,287912000000.0
BSWD.JK,Bank of India Indonesia Tbk,2022,-9729000000.0,144367000000,16590000000.0,,265093000000.0,,,6060046000000,3332242000000,1600000000.0,2727804000000,,6861000000,,280456000000.0
BSWD.JK,Bank of India Indonesia Tbk,2023,9971070000.0,264084940000,48831390000.0,11454170000.0,130000000.0,,,6128562060000,3378441000000,,2750121060000,,58802460000,,426345360000.0
BTPN.JK,PT Bank BTPN Tbk,2018,791364000000.0,10023290000000,1838471000000.0,,9654601000000.0,,,101341224000000,18786330000000,2947756000000.0,82554894000000,,2919428000000,,11328488000000.0
BTPN.JK,PT Bank BTPN Tbk,2019,1026504000000.0,12405020000000,2572528000000.0,,58910444000000.0,,,181631385000000,31471928000000,4032475000000.0,150159457000000,,4018922000000,,20126017000000.0
BTPN.JK,PT Bank BTPN Tbk,2020,627399000000.0,12126880000000,1749293000000.0,,45308156000000.0,,,183165978000000,32964753000000,2630337000000.0,150201225000000,,2633076000000,,25005032000000.0
BTPN.JK,PT Bank BTPN Tbk,2021,902957000000.0,12885735000000,2664714000000.0,,42990078000000.0,,,191917794000000,36078927000000,4008365000000.0,155838867000000,,4007172000000,,10243323000000.0
BTPN.JK,PT Bank BTPN Tbk,2022,1027755000000.0,13405143000000,3095701000000.0,,37470254000000.0,,,209169704000000,39413024000000,4658157000000.0,169756680000000,,4657319000000,,12261605000000.0
BTPN.JK,PT Bank BTPN Tbk,2023,775198000000.0,13381450000000,2358334000000.0,1428683000000.0,35001949999999.0,,,201448392000000,41283104000000,,160165288000000,,3457682000000,,19200481000000.0
BTPS.JK,PT Bank BTPN Syariah Tbk.,2018,333708000000.0,3077861000000,965311000000.0,,,,,12039275000000,3996932000000,1301743000000.0,8042343000000,,1299019000000,,1924135000000.0
BTPS.JK,PT Bank BTPN Syariah Tbk.,2019,478615000000.0,3936641000000,1399634000000.0,,,,,15383038000000,5393320000000,1881064000000.0,9989718000000,,1878249000000,,3819735000000.0
BTPS.JK,PT Bank BTPN Syariah Tbk.,2020,269682000000.0,3549123000000,854614000000.0,,292939000000.0,,,16435005000000,5878749000000,1119640000000.0,10556256000000,,1124296000000,,4089296000000.0
BTPS.JK,PT Bank BTPN Syariah Tbk.,2021,412468000000.0,4283458000000,1465005000000.0,,80608000000.0,,,18543856000000,7094900000000,1880030000000.0,11448956000000,,1877473000000,,1931427000000.0
BTPS.JK,PT Bank BTPN Syariah Tbk.,2022,502814000000.0,5043638000000,1779543000000.0,,167746000000.0,,,21161976000000,8407995000000,2280452000000.0,12753981000000,,2282394000000,,1461270000000.0
BTPS.JK,PT Bank BTPN Syariah Tbk.,2023,299306000000.0,5264738000000,,1505715000000.0,53790000.0,,,21435366000000,8777133000000,,12658233000000,,1379894000000,,
BVIC.JK,Bank Victoria International Tbk,2018,14278000000.0,715621000000,79082000000.0,,4831885000000.0,,,30172315000000,2806025000000,135065000000.0,27366290000000,,93360000000,,1738736000000.0
BVIC.JK,Bank Victoria International Tbk,2019,-10961000000.0,567062000000,-13765000000.0,,3870946000000.0,,,30456459000000,2986455000000,-23275000000.0,27470004000000,,-24725000000,,1950292000000.0
BVIC.JK,Bank Victoria International Tbk,2020,-46039000000.0,543562000000,-252194000000.0,,3630727000000.0,,,26221407000000,2644375000000,-273310000000.0,23577032000000,,-298233000000,,1117271000000.0
BVIC.JK,Bank Victoria International Tbk,2021,-31805000000.0,595537000000,-119064000000.0,,2451325000000.0,,,24947143000000,3014425000000,-129855000000.0,21932718000000,,-150868000000,,882018000000.0
BVIC.JK,Bank Victoria International Tbk,2022,130757000000.0,715892000000,226173000000.0,,2660822000000.0,,,25932001000000,3700463000000,411868000000.0,22231538000000,,356931000000,,2388354000000.0
BVIC.JK,Bank Victoria International Tbk,2023,27719890000.0,661132600000,101816340000.0,92820860000.0,2186949999999.0,,,29624240420000,3824785010000,,25799455410000,,129536230000,,2705068350000.0
DNAR.JK,PT Bank Oke Indonesia Tbk.,2018,3357000000.0,255980000000,26028000000.0,,960950000000.0,,,4535870000000,1590890000000,31139000000.0,2944980000000,,29384000000,,305151000000.0
DNAR.JK,PT Bank Oke Indonesia Tbk.,2019,4877000000.0,211651000000,-16922000000.0,,699913000000.0,,,5108848000000,2021828000000,-11409000000.0,3087020000000,,-12045000000,,201225000000.0
DNAR.JK,PT Bank Oke Indonesia Tbk.,2020,10547000000.0,276327000000,7875000000.0,,484418000000.0,,,6275182000000,2521927000000,19635000000.0,3753255000000,,18422000000,,453003000000.0
DNAR.JK,PT Bank Oke Indonesia Tbk.,2021,8368000000.0,334450000000,17460000000.0,,585799000000.0,,,7721344000000,3039706000000,26509000000.0,4681638000000,,25828000000,,499478000000.0
DNAR.JK,PT Bank Oke Indonesia Tbk.,2022,6076000000.0,460933000000,13210000000.0,,1109347000000.0,,,10183411000000,3552360000000,18962000000.0,6631052000000,,19286000000,,607481000000.0
DNAR.JK,PT Bank Oke Indonesia Tbk.,2023,8420170000.0,600321010000,28651780000.0,17163560000.0,559850000000.0,,,11075151080000,3584485520000,,7490665570000,,37071950000,,1015524160000.0
INPC.JK,Bank Artha Graha Internasional Tbk,2018,20715000000.0,1271760000000,53621000000.0,,399017000000.0,,,26025188000000,4587111000000,86114000000.0,21438077000000,,74336000000,,3834757000000.0
INPC.JK,Bank Artha Graha Internasional Tbk,2019,-17994000000.0,1032758000000,-58345000000.0,,9409000000.0,,,25532041000000,4536235000000,-72015000000.0,20995806000000,,-76339000000,,3241302000000.0
INPC.JK,Bank Artha Graha Internasional Tbk,2020,9051000000.0,746966000000,21372000000.0,,321613000000.0,,,30526965000000,3559535000000,61870000000.0,26967430000000,,30423000000,,2310129000000.0
INPC.JK,Bank Artha Graha Internasional Tbk,2021,-35397000000.0,1073805000000,-168063000000.0,,218117000000.0,,,26127820000000,3953949000000,-202243000000.0,22173871000000,,-203460000000,,2482622000000.0
INPC.JK,Bank Artha Graha Internasional Tbk,2022,14144000000.0,1115714000000,54997000000.0,,218641000000.0,,,25437633000000,4004370000000,63001000000.0,21433263000000,,69141000000,,3781614000000.0
INPC.JK,Bank Artha Graha Internasional Tbk,2023,36604000000.0,1291158000000,146753000000.0,369134000000.0,200000000000.0,,,26103611000000,4171033000000,,21932578000000,,183357000000,,3707648000000.0
MASB.JK,PT Bank Multiarta Sentosa Tbk,2019,40969105311.0,481924173174,117911141906.0,,0.0,,,14412875999590,1663999501948,,12748876497642,,158880247217,,
MASB.JK,PT Bank Multiarta Sentosa Tbk,2020,51026684539.0,467168935458,108191656140.0,,11162512377.0,,,21537936008109,1889840264160,,19648095743949,,159218340679,,
MASB.JK,PT Bank Multiarta Sentosa Tbk,2021,59224949816.0,695490771176,213129172158.0,,11635350165.0,,,23203123481350,2701057828826,,20502065652524,,272354121974,,
MASB.JK,PT Bank Multiarta Sentosa Tbk,2022,89624797570.0,799125176107,304602238519.0,,6588672281.0,,,21271327194429,3418111613917,,17853215580512,,394227036089,,
MASB.JK,PT Bank Multiarta Sentosa Tbk,2023,56131321086.0,829090227880,243856768977.0,,17698709672.0,,,27386506766798,3682511096003,,23703995670795,,299988090063,,
MAYA.JK,PT Bank Mayapada Internasional Tbk,2018,163518000000.0,3035508000000,437412000000.0,,3450957000000.0,,,86971893000000,10788574000000,600236000000.0,76183319000000,,600930000000,,11904335000000.0
MAYA.JK,PT Bank Mayapada Internasional Tbk,2019,186574000000.0,2990118000000,528114000000.0,,2741134000000.0,,,93408831000000,12341969000000,738088000000.0,81066862000000,,714688000000,,7895978000000.0
MAYA.JK,PT Bank Mayapada Internasional Tbk,2020,40284000000.0,238579000000,64164000000.0,,6250931000000.0,,,92518025000000,12914476000000,106356000000.0,79603549000000,,104448000000,,9343807000000.0
MAYA.JK,PT Bank Mayapada Internasional Tbk,2021,28084000000.0,467493000000,44127000000.0,,5472378000000.0,,,119104185000000,13978280000000,118458000000.0,105125905000000,,72211000000,,15147350000000.0
MAYA.JK,PT Bank Mayapada Internasional Tbk,2022,27790000000.0,1901874000000,25997000000.0,,4819450000000.0,,,135382812000000,13856660000000,80717000000.0,121526152000000,,53787000000,,18201518000000.0
MAYA.JK,PT Bank Mayapada Internasional Tbk,2023,32506000000.0,1984032000000,22103000000.0,322334000000.0,2658240000000.0,,,141488996000000,15867617000000,,125621379000000,,54609000000,,17468843000000.0
MCOR.JK,PT Bank China Construction Bank Indonesia Tbk,2018,45758000000.0,661890000000,89860000000.0,,94993000000.0,,,15992475000000,2516158000000,128567000000.0,13476317000000,,135618000000,,1444370000000.0
MCOR.JK,PT Bank China Construction Bank Indonesia Tbk,2019,33369000000.0,621279000000,78967000000.0,,2948788000000.0,,,18893684000000,2794858000000,114488000000.0,16098826000000,,112336000000,,1358824000000.0
MCOR.JK,PT Bank China Construction Bank Indonesia Tbk,2020,13724000000.0,623425000000,49979000000.0,,465598000000.0,,,25235573000000,6016716000000,57056000000.0,19218857000000,,63703000000,,996626000000.0
MCOR.JK,PT Bank China Construction Bank Indonesia Tbk,2021,24622000000.0,782737000000,79392000000.0,,520624000000.0,,,26194548000000,6081204000000,108928000000.0,20113344000000,,104014000000,,1368709000000.0
MCOR.JK,PT Bank China Construction Bank Indonesia Tbk,2022,39783000000.0,867628000000,135959000000.0,,543726000000.0,,,25022953000000,6199237000000,170654000000.0,18823716000000,,175742000000,,2322916000000.0
MCOR.JK,PT Bank China Construction Bank Indonesia Tbk,2023,68510000000.0,1026053000000,241291000000.0,212839000000.0,464720000000.0,,,27851946000000,6540557000000,,21311389000000,,309801000000,,1736696000000.0
MEGA.JK,Bank Mega Tbk,2018,402674000000.0,5549070000000,1599347000000.0,,7391146000000.0,,,83868016000000,13782673000000,1970265000000.0,70085343000000,,2002021000000,,5006235000000.0
MEGA.JK,Bank Mega Tbk,2019,505678000000.0,5976023000000,2002733000000.0,,10095593000000.0,,,100867434000000,15541438000000,2565695000000.0,85325996000000,,2508411000000,,5381789000000.0
MEGA.JK,Bank Mega Tbk,2020,706742000000.0,6826299000000,3008311000000.0,,13032269000000.0,,,112244239000000,18208150000000,3754686000000.0,94036089000000,,3715053000000,,6070391000000.0
MEGA.JK,Bank Mega Tbk,2021,944565000000.0,7984880000000,4008051000000.0,,13480533000000.0,,,132938014000000,19144464000000,4960188000000.0,113793550000000,,4952616000000,,16838244000000.0
MEGA.JK,Bank Mega Tbk,2022,975392000000.0,8364938000000,4052678000000.0,,16740016000000.0,,,141887839000000,20633680000000,5001508000000.0,121254159000000,,5028070000000,,18757778000000.0
MEGA.JK,Bank Mega Tbk,2023,832059000000.0,7215562000000,3510670000000.0,11674955000000.0,2979220000.0,,,132049591000000,21755443000000,,110294148000000,,4342729000000,,7677655000000.0
NISP.JK,PT Bank OCBC NISP Tbk,2018,847770000000.0,7783362000000,2638064000000.0,,15351242000000.0,,,173582894000000,24428254000000,3488572000000.0,149154640000000,,3485834000000,,13871146000000.0
NISP.JK,PT Bank OCBC NISP Tbk,2019,952196000000.0,8333066000000,2939241000000.0,,19611222000000.0,,,180706987000000,27664803000000,3910064000000.0,153042184000000,,3891439000000,,13505162000000.0
NISP.JK,PT Bank OCBC NISP Tbk,2020,683184000000.0,9194039000000,2101670000000.0,,8490154000000.0,,,206297200000000,29829316000000,2768263000000.0,176467884000000,,2784855000000,,3373733000000.0
NISP.JK,PT Bank OCBC NISP Tbk,2021,684173000000.0,9717956000000,2519574000000.0,,5419080000000.0,,,214395608000000,32327571000000,3203013000000.0,182068037000000,,3203792000000,,7996397000000.0
NISP.JK,PT Bank OCBC NISP Tbk,2022,891086000000.0,10594553000000,3326917000000.0,,18504300000000.0,,,238498560000000,34211035000000,4215391000000.0,204287525000000,,4218016000000,,12630128000000.0
NISP.JK,PT Bank OCBC NISP Tbk,2023,1093420000000.0,11316512000000,4091028000000.0,972535000000.0,2919010000000.0,,,249757139000000,37320268000000,,212436871000000,,5184463000000,,9778831000000.0
NOBU.JK,PT Bank Nationalnobu Tbk.,2018,-1304000000.0,519739000000,44748000000.0,,1526332000000.0,,,11793981000000,1414377000000,43715000000.0,10379604000000,,43444000000,,2630414000000.0
NOBU.JK,PT Bank Nationalnobu Tbk.,2019,18211000000.0,530700000000,45794000000.0,,2466205000000.0,,,13147503000000,1464417000000,62591000000.0,11683086000000,,64005000000,,796331000000.0
NOBU.JK,PT Bank Nationalnobu Tbk.,2020,17672000000.0,527291000000,53607000000.0,,2254497000000.0,,,13737934000000,1519854000000,71233000000.0,12218080000000,,71279000000,,438914000000.0
NOBU.JK,PT Bank Nationalnobu Tbk.,2021,21808000000.0,588714000000,64186000000.0,,2674454000000.0,,,20742643000000,1764683000000,86910000000.0,18977960000000,,85994000000,,1028783000000.0
NOBU.JK,PT Bank Nationalnobu Tbk.,2022,30288000000.0,729972000000,103845000000.0,,4844955000000.0,,,22116366000000,1872600000000,137237000000.0,20243766000000,,134133000000,,2854309000000.0
NOBU.JK,PT Bank Nationalnobu Tbk.,2023,43994000000.0,890132000000,141536000000.0,157297000000.0,5130000000.0,,,26622352000000,3335015000000,,23287337000000,,185530000000,,3357320000000.0
PNBN.JK,Bank Pan Indonesia Tbk,2018,1385622000000.0,10033065000000,3112580000000.0,,22623635000000.0,,,207204418000000,40747117000000,4432638000000.0,166457301000000,,4572779000000,,11419465000000.0
PNBN.JK,Bank Pan Indonesia Tbk,2019,1097318000000.0,10288021000000,3316841000000.0,,29699631000000.0,,,211287370000000,44441714000000,4660062000000.0,166845656000000,,4595617000000,,11467326000000.0
PNBN.JK,Bank Pan Indonesia Tbk,2020,947587000000.0,11533150000000,3103248000000.0,,22303231000000.0,,,218067091000000,47460332000000,3952914000000.0,170606759000000,,4071792000000,,5161642000000.0
PNBN.JK,Bank Pan Indonesia Tbk,2021,697360000000.0,12015931000000,2063473000000.0,,17763372000000.0,,,204462542000000,48547747000000,2483206000000.0,155914795000000,,2514336000000,,4881847000000.0
PNBN.JK,Bank Pan Indonesia Tbk,2022,815883000000.0,11239638000000,3041676000000.0,,15605774000000.0,,,212431881000000,50716094000000,3863124000000.0,161715787000000,,4088893000000,,9767579000000.0
PNBN.JK,Bank Pan Indonesia Tbk,2023,770190000000.0,10446310000000,2531895000000.0,1297547000000.0,6502650000000.0,,,222010050000000,53312485000000,,168697565000000,,3775726000000,,15203792000000.0
PNBS.JK,PT Bank Panin Dubai Syariah Tbk.,2018,624000000.0,196862000000,20788000000.0,,103749000000.0,,,8771058000000,1668466000000,27583000000.0,7102592000000,,21412000000,,1349697000000.0
PNBS.JK,PT Bank Panin Dubai Syariah Tbk.,2019,8989000000.0,161139000000,13237000000.0,,653840000000.0,,,11135825000000,1694566000000,17432000000.0,9441259000000,,22226000000,,1517448000000.0
