symbol,company_name,name,share_value,share_amount,share_percentage
BSWD.JK,Bank of India Indonesia Tbk,,,,
BSWD.JK,Bank of India Indonesia Tbk,Bank Of India,10066464000000.0,3355488000.0,0.9096
BSWD.JK,Bank of India Indonesia Tbk,Public (Scripless),841213035000.0,280404345.0,0.076
BSWD.JK,Bank of India Indonesia Tbk,Public (Scrip),158923500000.0,52974500.0,0.0144
BTPN.JK,PT Bank BTPN Tbk,,,,
BTPN.JK,PT Bank BTPN Tbk,Sumitomo Mitsui Banking Corporation,22487358582000.0,9692826975.0,0.91047
BTPN.JK,PT Bank BTPN Tbk,Public (Scripless),1925028848480.0,829753814.0,0.07794
BTPN.JK,PT Bank BTPN Tbk,Public (Scrip),282458132400.0,121749195.0,0.01144
BTPN.JK,PT Bank BTPN Tbk,Ongki Wanadjati Dana,1997065280.0,860804.0,0.00008
BTPN.JK,PT Bank BTPN Tbk,Merisa Darwis,515870560.0,222358.0,0.00002
BTPN.JK,PT Bank BTPN Tbk,Henoch Munandar,403113920.0,173756.0,0.00002
BTPN.JK,PT Bank BTPN Tbk,Darmadi Sutanto,206758400.0,89120.0,0.00001
BTPN.JK,PT Bank BTPN Tbk,Hanna Tantani,343717280.0,148154.0,0.00001
BTPN.JK,PT Bank BTPN Tbk,Dini Herdini,275087040.0,118572.0,0.00001
BTPS.JK,PT Bank BTPN Syariah Tbk.,,,,
BTPS.JK,PT Bank BTPN Syariah Tbk.,PT Bank BTPN Tbk,7010367000000.0,5392590000.0,0.7
BTPS.JK,PT Bank BTPN Syariah Tbk.,Public (Scripless),3003294840000.0,2310226800.0,0.29989
BTPS.JK,PT Bank BTPN Syariah Tbk.,Hadi Wibowo,251160000.0,193200.0,0.00003
BTPS.JK,PT Bank BTPN Syariah Tbk.,Arief Ismail,318370000.0,244900.0,0.00003
BTPS.JK,PT Bank BTPN Syariah Tbk.,Treasury Stock,315900000.0,243000.0,0.00003
BTPS.JK,PT Bank BTPN Syariah Tbk.,Dwiyono Bayu Winantio,130520000.0,100400.0,0.00001
BTPS.JK,PT Bank BTPN Syariah Tbk.,Fachmy Achmad,132210000.0,101700.0,0.00001
BVIC.JK,Bank Victoria International Tbk,,,,
BVIC.JK,Bank Victoria International Tbk,PT Victoria Investama Tbk,581874633001.0,7010537747.0,0.4423
BVIC.JK,Bank Victoria International Tbk,Public (Scripless),478942204996.0,5770388012.0,0.3642
BVIC.JK,Bank Victoria International Tbk,Suzanna Tanojo,254512138149.0,3066411303.0,0.1935
DNAR.JK,PT Bank Oke Indonesia Tbk.,,,,
DNAR.JK,PT Bank Oke Indonesia Tbk.,"OK Next Co.,Ltd (Formerly APRO Financial Co., Ltd)",1299537225655.0,15288673243.0,0.89734
DNAR.JK,PT Bank Oke Indonesia Tbk.,Public (Scripless),122588525070.0,1442217942.0,0.08465
DNAR.JK,PT Bank Oke Indonesia Tbk.,Public (Scrip),13727500000.0,161500000.0,0.00948
DNAR.JK,PT Bank Oke Indonesia Tbk.,Treasury Stock,12359092565.0,145401089.0,0.00853
INPC.JK,Bank Artha Graha Internasional Tbk,,,,
INPC.JK,Bank Artha Graha Internasional Tbk,Public (Scripless),533968555779.0,7969679937.0,0.3941
INPC.JK,Bank Artha Graha Internasional Tbk,PT CAKRA INTI UTAMA,194896959414.0,2908909842.0,0.1438
INPC.JK,Bank Artha Graha Internasional Tbk,Public (Scrip),162576422121.0,2426513763.0,0.1201
INPC.JK,Bank Artha Graha Internasional Tbk,PT PIRUS PLATINUM MURNI,91203011459.0,1361238977.0,0.0673
INPC.JK,Bank Artha Graha Internasional Tbk,PT CERANA ARTHA PUTRA,88584535951.0,1322157253.0,0.0654
INPC.JK,Bank Artha Graha Internasional Tbk,PT ARTHA GRAHA NETWORK,76019341010.0,1134617030.0,0.0561
INPC.JK,Bank Artha Graha Internasional Tbk,PT PUSPITA BISNISPURI,72890190430.0,1087913290.0,0.0538
INPC.JK,Bank Artha Graha Internasional Tbk,PT ARTHAMULIA SENTOSAJAYA,56242419097.0,839439091.0,0.0415
INPC.JK,Bank Artha Graha Internasional Tbk,PT KARYA NUSANTARA PERMAI,47747400858.0,712647774.0,0.0352
INPC.JK,Bank Artha Graha Internasional Tbk,SUGIANTO KUSUMA,30180180150.0,450450450.0,0.0223
INPC.JK,Bank Artha Graha Internasional Tbk,HANDOYO SOEDIRDJA,603000000.0,9000000.0,0.0004
MASB.JK,PT Bank Multiarta Sentosa Tbk,,,,
MASB.JK,PT Bank Multiarta Sentosa Tbk,PT Danabina Sentana,2414895000000.0,738500000.0,0.52674
MASB.JK,PT Bank Multiarta Sentosa Tbk,Public (Scripless),1238220695010.0,378660763.0,0.27009
MASB.JK,PT Bank Multiarta Sentosa Tbk,PT Multi Anekadana Sakti,862462500000.0,263750000.0,0.18812
MASB.JK,PT Bank Multiarta Sentosa Tbk,PT Halim Sakti,68997000000.0,21100000.0,0.01505
MAYA.JK,PT Bank Mayapada Internasional Tbk,,,,
MAYA.JK,PT Bank Mayapada Internasional Tbk,"Mayapada Karunia Corporation, PT",1618707950848.0,6323077933.0,0.2416
MAYA.JK,PT Bank Mayapada Internasional Tbk,"Dato ' Sri. Prof. DR. Tahir, MBA",1295732677376.0,5061455771.0,0.1934
MAYA.JK,PT Bank Mayapada Internasional Tbk,Public (Scripless),1008429540608.0,3939177893.0,0.1506
MAYA.JK,PT Bank Mayapada Internasional Tbk,"Mayapada Kasih Corporation, PT",824310452992.0,3219962707.0,0.1231
MAYA.JK,PT Bank Mayapada Internasional Tbk,"Gatsu Griya Megatama, PT",586390186496.0,2290586666.0,0.0875
MAYA.JK,PT Bank Mayapada Internasional Tbk,JPMCB Na Re-Cathay Life lnsurance Co Ltd,580974995456.0,2269433576.0,0.0867
MAYA.JK,PT Bank Mayapada Internasional Tbk,Jonathan Tahir,387617516288.0,1514130923.0,0.0579
MAYA.JK,PT Bank Mayapada Internasional Tbk,Galasco Investments Limited,383868994816.0,1499488261.0,0.0573
MAYA.JK,PT Bank Mayapada Internasional Tbk,Public (Scrip),12939264000.0,50544000.0,0.0019
MCOR.JK,PT Bank China Construction Bank Indonesia Tbk,,,,
MCOR.JK,PT Bank China Construction Bank Indonesia Tbk,CHINA CONSTRUCTION BANK CORPORATION,1683615714318.0,22751563707.0,0.6
MCOR.JK,PT Bank China Construction Bank Indonesia Tbk,Public (Scripless),534205923558.0,7218998967.0,0.1903
MCOR.JK,PT Bank China Construction Bank Indonesia Tbk,UOB KAY HIAN PTE LTD,230349601744.0,3112832456.0,0.0821
MCOR.JK,PT Bank China Construction Bank Indonesia Tbk,DRS. JOHNNY,194702414170.0,2631113705.0,0.0694
MCOR.JK,PT Bank China Construction Bank Indonesia Tbk,Public (Scrip),163186404246.0,2205221679.0,0.0582
MEGA.JK,Bank Mega Tbk,,,,
MEGA.JK,Bank Mega Tbk,PT. Mega Corpora,34742340431400.0,6812223614.0,0.5802
MEGA.JK,Bank Mega Tbk,Public (Scripless),25136368730100.0,4928699751.0,0.4198
NISP.JK,PT Bank OCBC NISP Tbk,,,,
NISP.JK,PT Bank OCBC NISP Tbk,OCBC Overseas Investments Pte. Ltd.,26158664240160.0,19521391224.0,0.85078
NISP.JK,PT Bank OCBC NISP Tbk,Public (Scripless),4260271335780.0,3179306967.0,0.13861
NISP.JK,PT Bank OCBC NISP Tbk,Public (Scrip),321120841460.0,239642419.0,0.0104
NISP.JK,PT Bank OCBC NISP Tbk,PARWATI SURJAUDAJA,4299282800.0,3208420.0,0.00014
NISP.JK,PT Bank OCBC NISP Tbk,PRAMUKTI SURJAUDAJA,605602280.0,451942.0,0.00002
NISP.JK,PT Bank OCBC NISP Tbk,HARTATI,289440000.0,216000.0,0.00001
NISP.JK,PT Bank OCBC NISP Tbk,JOHANNES HUSIN,289440000.0,216000.0,0.00001
NISP.JK,PT Bank OCBC NISP Tbk,ANDRAE KRISHNAWAN W,289440000.0,216000.0,0.00001
NISP.JK,PT Bank OCBC NISP Tbk,JOSEPH CHAN FOOK ONN,289440000.0,216000.0,0.00001
NISP.JK,PT Bank OCBC NISP Tbk,MARTIN WIDJAJA,289440000.0,216000.0,0.00001
NOBU.JK,PT Bank Nationalnobu Tbk.,,,,
NOBU.JK,PT Bank Nationalnobu Tbk.,PT Putera Mulia Indonesia,1156012835490.0,1792267962.0,0.2397
NOBU.JK,PT Bank Nationalnobu Tbk.,PT Star Pacific Tbk,648980115045.0,1006170721.0,0.1345
NOBU.JK,PT Bank Nationalnobu Tbk.,Public (Scripless),555860350485.0,861798993.0,0.1154
NOBU.JK,PT Bank Nationalnobu Tbk.,PT Prima Cakrawala Sentosa,514420402740.0,797551012.0,0.1066
NOBU.JK,PT Bank Nationalnobu Tbk.,PT MNC Land Tbk,482359631550.0,747844390.0,0.1
NOBU.JK,PT Bank Nationalnobu Tbk.,PT Matahari Departement Store Tbk,469560000000.0,728000000.0,0.0973
NOBU.JK,PT Bank Nationalnobu Tbk.,PT Inti Anugerah Pratama,387045873045.0,600071121.0,0.0802
NOBU.JK,PT Bank Nationalnobu Tbk.,OCBC Securities PTE LTD -Client A/C,333044911500.0,516348700.0,0.069
NOBU.JK,PT Bank Nationalnobu Tbk.,Nomura Securities CO LTD A/C CLIENT,276312195000.0,428391000.0,0.0573
PNBN.JK,Bank Pan Indonesia Tbk,,,,
PNBN.JK,Bank Pan Indonesia Tbk,PT. PANIN FINANCIAL Tbk,14249456601225.0,11089071285.0,0.4604
PNBN.JK,Bank Pan Indonesia Tbk,VOTRAINT NO.1103 PTY LTD-922704000,12014484200320.0,9349793152.0,0.3882
PNBN.JK,Bank Pan Indonesia Tbk,Public (Scripless),4023533068615.0,3131154139.0,0.13
PNBN.JK,Bank Pan Indonesia Tbk,Public (Scrip),657312737270.0,511527422.0,0.0212
PNBN.JK,Bank Pan Indonesia Tbk,Treasury Stock,7838500000.0,6100000.0,0.0002
PNBS.JK,PT Bank Panin Dubai Syariah Tbk.,,,,
PNBS.JK,PT Bank Panin Dubai Syariah Tbk.,PT Bank Panin Tbk,1358319405716.0,26121527033.0,0.673
PNBS.JK,PT Bank Panin Dubai Syariah Tbk.,Dubai Islamic Bank PJSC,506595646492.0,9742223971.0,0.251
PNBS.JK,PT Bank Panin Dubai Syariah Tbk.,Public (Scripless),153391789460.0,2949842105.0,0.076
SDRA.JK,PT Bank Woori Saudara Indonesia 1906 Tbk,,,,
SDRA.JK,PT Bank Woori Saudara Indonesia 1906 Tbk,Woori Bank Korea,6213391351576.0,13333457836.0,0.9075
SDRA.JK,PT Bank Woori Saudara Indonesia 1906 Tbk,Public (Scripless),630351076258.0,1352684713.0,0.0921
SDRA.JK,PT Bank Woori Saudara Indonesia 1906 Tbk,Arief Budiman,1076786200.0,2310700.0,0.0002
SDRA.JK,PT Bank Woori Saudara Indonesia 1906 Tbk,Public (Scrip),1484042240.0,3184640.0,0.0002
